country_iso3,year,season_precip_total_mm,season_temp_mean_c,precip_m02_mm,temp_m02_c,precip_m03_mm,temp_m03_c,precip_m04_mm,temp_m04_c,precip_m05_mm,temp_m05_c,precip_m06_mm,temp_m06_c
DEU,2004,211.1,8.95,42.4,2.19,27.6,4.11,31.0,9.69,52.9,12.47,57.2,16.1
DEU,2005,167.4,8.62,36.3,-1.15,31.2,3.37,18.0,9.4,58.2,13.62,23.7,17.2
DEU,2006,219.7,8.1,37.9,-0.96,49.0,1.14,43.8,8.28,57.5,13.66,31.5,17.83
DEU,2007,313.0,11.13,44.4,3.55,59.0,6.29,6.4,10.97,108.8,15.31,94.4,19.02
DEU,2008,208.4,9.78,16.1,3.48,57.8,4.28,81.2,8.11,13.7,14.84,39.7,18.01
DEU,2009,231.2,9.42,47.4,0.04,46.5,4.5,17.9,12.11,65.0,14.19,54.3,15.63
DEU,2010,238.9,7.67,31.2,-2.92,45.1,3.93,13.8,8.58,126.2,10.98,22.7,17.09
DEU,2011,148.0,9.38,21.5,-0.75,17.2,3.92,25.1,11.57,22.6,13.94,61.5,17.57
DEU,2012,199.7,8.74,25.6,-2.6,11.6,6.9,21.3,8.45,57.0,14.63,84.3,15.83
DEU,2013,287.1,7.07,42.5,-1.06,42.0,-1.58,32.2,7.91,111.9,12.97,58.4,16.64
DEU,2014,211.5,10.52,20.1,3.18,12.3,6.9,25.7,11.84,109.7,13.43,43.8,16.77
DEU,2015,142.7,8.77,13.2,0.35,38.5,5.06,30.8,8.5,22.8,12.87,37.4,16.5
DEU,2016,206.4,9.78,51.0,2.84,31.1,3.95,28.9,8.41,26.5,14.69,68.9,18.81
DEU,2017,242.0,10.0,40.5,1.41,49.9,6.76,29.9,7.95,47.4,14.78,74.3,18.5
DEU,2018,164.5,9.53,9.0,-2.0,59.7,1.15,43.4,12.64,26.0,16.44,26.3,18.7
DEU,2019,197.0,10.85,20.6,3.38,61.4,6.81,21.6,9.73,47.8,12.11,45.5,21.79
DEU,2020,216.7,10.27,76.2,5.31,31.1,4.98,8.4,10.04,40.9,12.19,60.2,18.8
DEU,2021,249.1,8.68,49.8,-0.45,28.5,5.06,32.9,6.29,81.2,11.65,56.6,20.27
DEU,2022,152.9,10.58,47.8,4.54,6.3,4.45,29.1,8.15,37.7,15.29,32.0,20.12
DEU,2023,265.1,9.91,45.3,3.02,72.9,5.5,47.7,7.89,14.0,13.55,85.2,19.16
TKM,2001,32.2,20.63,4.5,6.68,26.0,13.68,0.9,21.58,0.9,28.93,0.0,31.32
TKM,2002,61.1,19.14,14.3,7.58,24.2,13.97,11.6,18.85,11.0,24.12,0.1,30.44
TKM,2003,118.3,17.14,32.2,7.5,42.4,10.45,32.2,16.87,11.0,22.4,0.5,27.89
TKM,2004,75.6,18.67,7.9,9.05,38.5,11.77,23.2,16.0,5.7,26.08,0.2,30.1
TKM,2005,79.2,18.26,15.1,2.49,43.5,13.48,7.8,18.56,11.8,24.53,0.9,31.12
TKM,2006,69.1,19.92,9.7,9.36,30.8,12.1,27.9,19.47,0.3,26.78,0.5,31.22
TKM,2007,102.8,18.69,22.0,6.51,75.9,9.54,3.1,20.27,1.2,25.34,0.5,31.04
TKM,2008,25.5,19.81,10.6,1.78,11.2,16.39,2.4,21.38,1.3,27.37,0.0,31.39
TKM,2009,150.6,18.17,51.8,7.7,36.9,13.59,49.7,14.59,11.8,25.22,0.5,28.95
TKM,2010,86.5,18.69,17.8,4.95,33.5,12.32,19.4,18.7,15.8,25.14,0.0,31.43
TKM,2011,75.8,18.36,46.4,3.25,9.3,9.53,3.7,19.78,15.3,26.58,1.0,31.65
TKM,2012,61.5,17.76,34.3,1.06,15.3,9.33,3.0,21.2,8.8,26.33,0.1,30.32
TKM,2013,67.2,18.35,11.4,7.15,40.5,11.79,14.4,16.65,0.9,24.65,0.0,30.78
TKM,2014,10.1,17.7,0.2,-0.07,4.8,10.69,2.1,17.88,3.0,27.04,0.0,31.7
TKM,2015,107.9,18.44,67.8,6.31,26.9,8.69,2.7,18.61,10.4,26.03,0.0,31.83
TKM,2016,118.5,19.29,10.5,6.74,26.9,13.86,56.8,17.92,22.3,26.44,2.1,31.01
TKM,2017,94.8,17.75,61.3,2.1,24.2,9.66,6.1,17.41,3.0,27.28,0.2,31.2
TKM,2018,78.4,18.65,34.4,5.5,17.6,15.38,4.2,17.12,21.0,24.12,1.2,30.2
TKM,2019,225.1,17.71,72.8,5.29,41.1,11.95,104.5,16.21,5.3,24.68,1.4,29.57
TKM,2020,216.3,17.89,37.0,6.69,46.5,11.19,88.6,16.95,43.9,24.17,0.3,30.09
TKM,2021,44.4,19.65,7.4,7.71,29.6,11.01,3.2,20.11,4.2,26.68,0.0,32.01
TKM,2022,53.4,19.49,16.5,7.54,13.8,11.14,10.4,21.89,12.6,24.21,0.1,31.97
TKM,2023,36.2,20.57,18.0,6.39,8.8,16.85,5.7,20.49,3.7,25.63,0.0,32.51
